baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Gene_name
ENSMUSG000000214951	299.595158713486	-0.650631215766999	0.0711929994713514	-9.13897743596009	6.30456214218819e-20	1.65558031947371e-18	Fam193b
ENSMUSG00000035711	49.2186631127215	-1.26883494293642	0.134818934455529	-9.41140017209497	4.89571108947033e-21	1.40202448622931e-19	Dok3
ENSMUSG000000349287	2293.02564891948	-0.72426289468369	0.0578965958990533	-12.5095937582667	6.61617207190874e-36	6.72862361843129e-34	Rnf44
ENSMUSG000000382676	372.107568403602	-0.6119583732648	0.063002766038755	-9.71319851081403	2.64891557330767e-22	8.38706700939143e-21	Slc22a23
ENSMUSG00000021339	646.550133108386	-0.588360016109655	0.0723273333946193	-8.13468419884293	4.13013557863141e-16	7.40158356716006e-15	Mrs2
ENSMUSG000000213404	678.611985480386	-0.613821594104547	0.0643739435213003	-9.53524920997644	1.49525999444484e-21	4.49217932151533e-20	Gpld1
ENSMUSG000000502440	194.678837518962	-0.715678957906295	0.0755359005541735	-9.47468624396711	2.67563583577304e-21	7.86593207246005e-20	Heatr1
ENSMUSG000000482647	427.276328727264	-0.537864119088075	0.0577128911440997	-9.31965299997043	1.16721403819921e-20	3.24889625081349e-19	Dip2c
ENSMUSG000000253325	693.880791378478	-0.891593192988414	0.0812102371817632	-10.9788275952558	4.83153375617406e-28	2.52370912951807e-26	Kdm5c
ENSMUSG000000212777	370.796511611853	-0.522381972434578	0.0726408683855399	-7.19129580970931	6.41792620425123e-13	8.29803836857838e-12	Traf3
ENSMUSG000000252727	1776.85025183948	-0.852383784145122	0.0715992498780949	-11.904926177249	1.1156199174958e-32	8.94391555583467e-31	Tro
ENSMUSG000000212757	737.967308747993	-0.820345137040777	0.0699932482303318	-11.7203467160319	1.00260815542605e-31	7.36124115339721e-30	Tecpr2
ENSMUSG000000187074	2956.26081076598	-0.784497235866367	0.072315799000321	-10.8482136229026	2.03360962087838e-27	9.95396573103751e-26	Dync1h1
ENSMUSG000000973910	123.935922485263	-1.41784533445526	0.117283724865273	-12.0890203315419	1.20717574091931e-33	1.03712611938503e-31	Mirg
