Geneid	Length
ENSMUSG00000099636	1500
ENSMUSG00000095867	1107
ENSMUSG00000101804	966.5
ENSMUSG00000094739	953.5
ENSMUSG00000101098	693
ENSMUSG00000100999	456
ENSMUSG00000123056	808
ENSMUSG00000101194	696
ENSMUSG00000100849	1498
ENSMUSG00000099479	2165
ENSMUSG00000101060	1499
ENSMUSG00000101017	696
ENSMUSG00000100125	696
ENSMUSG00000094647	868
ENSMUSG00000100149	1010
ENSMUSG00000101785	253
ENSMUSG00000101205	315
ENSMUSG00000100560	696
ENSMUSG00000127117	1153
ENSMUSG00000099526	969
ENSMUSG00000100708	803
ENSMUSG00000135505	836
ENSMUSG00000094404	1083
ENSMUSG00000131212	465
ENSMUSG00000126586	285
ENSMUSG00000141117	1198
ENSMUSG00000100673	696
ENSMUSG00000100544	968.5
ENSMUSG00000100260	615
ENSMUSG00000135792	231
ENSMUSG00000138354	1213.5
ENSMUSG00000101146	922
ENSMUSG00000101788	705
ENSMUSG00000126205	1140
ENSMUSG00000130207	1219
ENSMUSG00000101218	817
ENSMUSG00000101881	696
ENSMUSG00000101774	1060
ENSMUSG00000100179	694
ENSMUSG00000123470	322.5
ENSMUSG00000100698	696
ENSMUSG00000101747	678
ENSMUSG00000133818	1204
ENSMUSG00000132684	1195.5
ENSMUSG00000101277	678
ENSMUSG00000100869	693
ENSMUSG00000121290	705
ENSMUSG00000101844	654
ENSMUSG00000096902	865
ENSMUSG00000129201	518
ENSMUSG00000121289	677
ENSMUSG00000140676	1195
ENSMUSG00000100537	1500
ENSMUSG00000101134	452
ENSMUSG00000101255	696
ENSMUSG00000121621	599
ENSMUSG00000099438	696
ENSMUSG00000141715	1188
ENSMUSG00000125352	1226
ENSMUSG00000101706	2166
ENSMUSG00000100653	383
ENSMUSG00000099530	613
ENSMUSG00000094052	951.5
ENSMUSG00000130368	1192.5
ENSMUSG00000121892	614.333
ENSMUSG00000101096	696
ENSMUSG00000100971	2167
ENSMUSG00000101239	312
ENSMUSG00000100489	747
ENSMUSG00000100976	126
ENSMUSG00000134448	1208.5
ENSMUSG00000094699	345
ENSMUSG00000102131	696
ENSMUSG00000139826	811
ENSMUSG00000102388	531
ENSMUSG00000101491	1499
ENSMUSG00000101147	693
ENSMUSG00000125589	1143
ENSMUSG00000102119	278
ENSMUSG00000121282	653.429
ENSMUSG00000100308	694
ENSMUSG00000101080	1046.5
ENSMUSG00000101216	696
ENSMUSG00000101120	313
ENSMUSG00000101393	1500
ENSMUSG00000100271	693
ENSMUSG00000101598	2168
ENSMUSG00000096016	767
ENSMUSG00000099976	693
ENSMUSG00000101825	696
ENSMUSG00000138750	1207
ENSMUSG00000101164	615
ENSMUSG00000140914	688
ENSMUSG00000101529	2169
ENSMUSG00000101794	967.5
ENSMUSG00000099716	448
ENSMUSG00000101083	315
ENSMUSG00000100478	2166
ENSMUSG00000101686	615
ENSMUSG00000121333	482.4
ENSMUSG00000130436	1203
ENSMUSG00000121330	608.5
ENSMUSG00000100373	323.5
ENSMUSG00000101278	1497
ENSMUSG00000121329	464.625
ENSMUSG00000101256	1158
ENSMUSG00000131248	1188.5
ENSMUSG00000130754	1112
ENSMUSG00000121327	616
ENSMUSG00000130658	1185
ENSMUSG00000121639	710.667
ENSMUSG00000095103	673
ENSMUSG00000121324	712
ENSMUSG00000142230	1140
ENSMUSG00000100353	616
ENSMUSG00000101539	438
ENSMUSG00000101530	694
ENSMUSG00000121323	823.5
ENSMUSG00000130636	1172.5
ENSMUSG00000131046	1191.5
ENSMUSG00000135370	1097
ENSMUSG00000101390	694
ENSMUSG00000101998	694
ENSMUSG00000101182	457
ENSMUSG00000101882	694
ENSMUSG00000129092	336
ENSMUSG00000122095	314
ENSMUSG00000101466	694
ENSMUSG00000134101	358
ENSMUSG00000101323	694
ENSMUSG00000125183	1159
ENSMUSG00000093950	1231
ENSMUSG00000101689	694
ENSMUSG00000099739	696
ENSMUSG00000121320	1190.5
ENSMUSG00000100606	2168
ENSMUSG00000100757	313
ENSMUSG00000101353	1495
ENSMUSG00000100404	697
ENSMUSG00000099393	613
ENSMUSG00000101510	691
ENSMUSG00000132228	1192.5
ENSMUSG00000130794	944
ENSMUSG00000100575	818
ENSMUSG00000129905	312
ENSMUSG00000095141	927
ENSMUSG00000126805	320
ENSMUSG00000101110	173
ENSMUSG00000099866	959
ENSMUSG00000101103	694
ENSMUSG00000101005	931
ENSMUSG00000121553	11167
ENSMUSG00000101531	1038
ENSMUSG00000132439	491.833
ENSMUSG00000100715	1497
ENSMUSG00000121548	13940
ENSMUSG00000126985	322
ENSMUSG00000121546	11182
ENSMUSG00000121544	9429
ENSMUSG00000121565	11149
ENSMUSG00000121564	9434
ENSMUSG00000099388	970
ENSMUSG00000101943	572
ENSMUSG00000096122	1229
ENSMUSG00000100456	694
ENSMUSG00000121313	1187
ENSMUSG00000121562	6163
ENSMUSG00000100295	694
ENSMUSG00000121560	9442
ENSMUSG00000101155	589
ENSMUSG00000121559	6547
ENSMUSG00000144105	1103
ENSMUSG00000099595	235
ENSMUSG00000121558	6544
ENSMUSG00000126936	627.333
ENSMUSG00000101021	2167
ENSMUSG00000136254	1192.5
ENSMUSG00000100167	1498
ENSMUSG00000126118	1205.5
ENSMUSG00000135821	1221
ENSMUSG00000095135	863
ENSMUSG00000126050	298
ENSMUSG00000099442	2167
ENSMUSG00000102056	678
ENSMUSG00000143430	824
ENSMUSG00000123476	1219.5
ENSMUSG00000101967	849
ENSMUSG00000100184	375
ENSMUSG00000101422	1062.5
ENSMUSG00000101364	696
ENSMUSG00000136704	735
ENSMUSG00000133890	1214.5
ENSMUSG00002076770	108
ENSMUSG00000100089	2167
ENSMUSG00000099466	695
ENSMUSG00000136088	1098.5
ENSMUSG00000101783	615
ENSMUSG00000101267	696
ENSMUSG00000126778	1205
ENSMUSG00000099594	696
ENSMUSG00000099456	852
ENSMUSG00000100227	851.667
ENSMUSG00000123438	1193.5
ENSMUSG00000101178	315
ENSMUSG00000101018	696
ENSMUSG00000101446	696
ENSMUSG00000124902	1097
ENSMUSG00000100835	615
ENSMUSG00000101367	324
ENSMUSG00000101992	696
ENSMUSG00000135472	1224
ENSMUSG00000100332	368
ENSMUSG00000099654	853.333
ENSMUSG00000101420	696
ENSMUSG00000101570	356
ENSMUSG00000101987	696
ENSMUSG00000130728	1190
ENSMUSG00000100584	1059.5
ENSMUSG00000101883	696
ENSMUSG00000102044	696
ENSMUSG00000136222	1202
ENSMUSG00000100485	811
ENSMUSG00000100232	1060.5
ENSMUSG00000100820	2165
ENSMUSG00000101684	696
ENSMUSG00000101002	356
ENSMUSG00000138587	1193
ENSMUSG00000101631	693
ENSMUSG00000124313	1185.5
ENSMUSG00000096769	925
ENSMUSG00000121551	9445
ENSMUSG00000101193	696
ENSMUSG00000141644	752.5
ENSMUSG00000099867	615
ENSMUSG00000096347	819
ENSMUSG00000101752	696
ENSMUSG00000124324	1202
ENSMUSG00000100388	967
ENSMUSG00000100118	968
ENSMUSG00000100390	693
ENSMUSG00000136350	1240
ENSMUSG00000099666	851.667
ENSMUSG00000100541	687
ENSMUSG00000124084	310
ENSMUSG00000121541	7705
ENSMUSG00000100765	969
ENSMUSG00000121540	6547
ENSMUSG00000101215	315
ENSMUSG00000100564	696
ENSMUSG00000121539	11122
ENSMUSG00000121538	9442
ENSMUSG00000100411	696
ENSMUSG00000129104	339
ENSMUSG00000100938	967
ENSMUSG00000100646	615
ENSMUSG00000100423	1493
ENSMUSG00000139698	305
ENSMUSG00000101131	499
ENSMUSG00000118466	419
ENSMUSG00000136225	875
ENSMUSG00000123556	297
ENSMUSG00000100061	615
ENSMUSG00000099462	1497
ENSMUSG00000100989	666
ENSMUSG00000137716	441.2
ENSMUSG00000140024	301
ENSMUSG00000138258	944
ENSMUSG00000137671	1188.5
ENSMUSG00000122678	1238
ENSMUSG00000095353	696
ENSMUSG00000102116	294
ENSMUSG00000131353	1180
ENSMUSG00000100693	968
ENSMUSG00000139253	897.5
ENSMUSG00000100953	529.5
ENSMUSG00000134409	1182
ENSMUSG00000125670	469
ENSMUSG00000099542	666
ENSMUSG00000101207	962
ENSMUSG00000099408	966.5
ENSMUSG00000130583	775.5
ENSMUSG00000099849	967.5
ENSMUSG00000099780	967.5
ENSMUSG00000101536	444.5
ENSMUSG00000123194	448
ENSMUSG00000096120	6536
ENSMUSG00000099628	2162
ENSMUSG00000139176	1246
ENSMUSG00000100649	697
ENSMUSG00000100091	666
ENSMUSG00000131298	370
ENSMUSG00000096885	6538
ENSMUSG00000100070	529
ENSMUSG00000121590	6539
ENSMUSG00000100508	444.5
ENSMUSG00000099786	528.5
ENSMUSG00000104381	2975
ENSMUSG00000101124	695
ENSMUSG00000137367	1176
ENSMUSG00000101727	664
ENSMUSG00000123642	712
ENSMUSG00000101272	174
ENSMUSG00000101040	444.5
ENSMUSG00000099489	693
ENSMUSG00000131626	1390
ENSMUSG00000100892	923
ENSMUSG00000100883	696
ENSMUSG00000099807	968
ENSMUSG00000101873	615
ENSMUSG00000100952	968.5
ENSMUSG00000094575	1225
ENSMUSG00000101349	615
ENSMUSG00000099601	2166
ENSMUSG00000100428	880
ENSMUSG00000101831	696
ENSMUSG00000099412	315
ENSMUSG00000101879	1498
ENSMUSG00000129776	1187
ENSMUSG00000099832	2163
ENSMUSG00000101820	325
ENSMUSG00000101538	696
ENSMUSG00000101815	2166
ENSMUSG00000127855	254
ENSMUSG00000101284	442
ENSMUSG00000101709	666
ENSMUSG00000099822	1059.5
ENSMUSG00000100785	696
ENSMUSG00000101575	693
ENSMUSG00000133069	1187.5
ENSMUSG00000100263	615
ENSMUSG00000102058	852.333
ENSMUSG00000096650	921
ENSMUSG00000101127	442
ENSMUSG00000100299	696
ENSMUSG00000099963	852
ENSMUSG00000134373	1177.5
ENSMUSG00000099525	678
ENSMUSG00000101632	398
ENSMUSG00000099999	696
ENSMUSG00000123115	744
ENSMUSG00000131644	1147
ENSMUSG00000101626	853.333
ENSMUSG00000126888	1181
ENSMUSG00000122681	830
ENSMUSG00000100745	2169
ENSMUSG00000099463	853.333
ENSMUSG00000132913	1192.5
ENSMUSG00000124489	1207
ENSMUSG00000101808	2169
ENSMUSG00000101681	444.5
ENSMUSG00000095011	871
ENSMUSG00000101302	1493
ENSMUSG00000100790	1498
ENSMUSG00000095049	930
ENSMUSG00000101728	444.5
ENSMUSG00000099756	166
ENSMUSG00000100957	1493
ENSMUSG00000101745	1498
ENSMUSG00000094529	662
ENSMUSG00000143682	371
ENSMUSG00000100307	678
ENSMUSG00000133232	290
ENSMUSG00000094789	863.5
ENSMUSG00000100384	316
ENSMUSG00000096698	498
ENSMUSG00000101775	845.333
ENSMUSG00000137897	896.5
ENSMUSG00000100565	529.5
ENSMUSG00000100896	648
ENSMUSG00000099817	696
ENSMUSG00000135454	322
ENSMUSG00000121343	631.333
ENSMUSG00000101412	847.333
ENSMUSG00000135916	310
ENSMUSG00000099650	444.5
ENSMUSG00000101305	486
ENSMUSG00000100859	529.5
ENSMUSG00000137099	1192.5
ENSMUSG00000101418	614
ENSMUSG00000101192	1498
ENSMUSG00000100473	693
ENSMUSG00000140373	1184.5
ENSMUSG00000101158	811.5
ENSMUSG00000099828	696
ENSMUSG00000101484	2161
ENSMUSG00000136427	1173
ENSMUSG00000101863	695
ENSMUSG00000137703	1170
ENSMUSG00000101198	849.333
ENSMUSG00000140495	1202.5
ENSMUSG00000101149	696
ENSMUSG00000101929	849.667
ENSMUSG00000100055	863
ENSMUSG00000099573	696
ENSMUSG00000099841	315
ENSMUSG00000129465	1219
ENSMUSG00000125065	1186
ENSMUSG00000132462	850
ENSMUSG00000103842	442
ENSMUSG00000127385	1199.5
ENSMUSG00000125203	1174.5
ENSMUSG00000103977	1498
ENSMUSG00000102350	1498
ENSMUSG00000103008	615
ENSMUSG00000102911	695
ENSMUSG00000104500	849.667
ENSMUSG00000103327	657
ENSMUSG00000103029	852
ENSMUSG00000102402	696
ENSMUSG00000141672	1193
ENSMUSG00000104255	615
ENSMUSG00000104247	696
ENSMUSG00000125374	710.5
ENSMUSG00000102396	2166
ENSMUSG00000102529	655
ENSMUSG00000102965	696
ENSMUSG00000141283	1201
ENSMUSG00000102318	615
ENSMUSG00000134036	736
ENSMUSG00000104480	696
ENSMUSG00000103773	356
ENSMUSG00000141646	1141
ENSMUSG00000103894	315
ENSMUSG00000103954	852
ENSMUSG00000103063	614
ENSMUSG00000103077	969
ENSMUSG00000103250	615
ENSMUSG00000102486	695
ENSMUSG00000142532	296
ENSMUSG00000103528	862
ENSMUSG00000102262	696
ENSMUSG00000104345	848.333
ENSMUSG00000102230	693
ENSMUSG00000138102	1186
ENSMUSG00000102146	2167
ENSMUSG00000143392	340
ENSMUSG00000102429	852
ENSMUSG00000094294	953.5
ENSMUSG00000104131	853
ENSMUSG00000102668	863
ENSMUSG00000103829	845.667
ENSMUSG00000103365	166
ENSMUSG00000136667	279
ENSMUSG00002074919	110
ENSMUSG00000124648	491.333
ENSMUSG00000100286	2169
ENSMUSG00000103489	166
ENSMUSG00000121594	6538
ENSMUSG00000103612	2169
ENSMUSG00000141717	1224.25
ENSMUSG00000101837	696
ENSMUSG00000121532	11107
ENSMUSG00000099755	696
ENSMUSG00000103782	397
ENSMUSG00000140681	1123
ENSMUSG00000095267	1020
ENSMUSG00000103994	2169
ENSMUSG00000096819	6532
ENSMUSG00000094325	1337
ENSMUSG00000102726	2168
ENSMUSG00000104032	696
ENSMUSG00000132899	1194
ENSMUSG00000121531	6529
ENSMUSG00000139067	895
ENSMUSG00000121533	7618
ENSMUSG00000095520	1217
ENSMUSG00000103234	5704
ENSMUSG00000103112	693
ENSMUSG00000143518	1208
ENSMUSG00000104490	694
ENSMUSG00000102265	697
ENSMUSG00000121547	9394
ENSMUSG00000102208	339
ENSMUSG00000143350	381
ENSMUSG00000102387	693
ENSMUSG00000127594	828.5
ENSMUSG00000143577	539
ENSMUSG00000102754	205
ENSMUSG00000124234	768.333
ENSMUSG00000133587	1035
ENSMUSG00000103666	694
ENSMUSG00000103943	852
ENSMUSG00000102835	845.333
ENSMUSG00000142321	435.857
ENSMUSG00000132384	291.5
ENSMUSG00000102366	693
ENSMUSG00000140612	312.667
ENSMUSG00000103431	528.5
ENSMUSG00000103872	529.5
ENSMUSG00000121589	2269
ENSMUSG00000104127	696
ENSMUSG00000139917	1236
ENSMUSG00000094227	2270
ENSMUSG00000103524	2169
ENSMUSG00000102613	696
ENSMUSG00000123436	1235
ENSMUSG00000121536	9400
ENSMUSG00000104404	665
ENSMUSG00000102583	678
ENSMUSG00000102174	696
ENSMUSG00000134607	731.5
ENSMUSG00000093883	6538
ENSMUSG00000102346	529
ENSMUSG00000102177	1060
ENSMUSG00000104522	621
ENSMUSG00000103176	1498
ENSMUSG00000103474	1499
ENSMUSG00000096820	1345
ENSMUSG00000103352	437
ENSMUSG00000143436	900.333
ENSMUSG00000103330	699
ENSMUSG00000101469	696
ENSMUSG00000100231	986.5
ENSMUSG00000128993	278
ENSMUSG00000138971	1188
ENSMUSG00000101123	379
ENSMUSG00000101871	697
ENSMUSG00000101842	379
ENSMUSG00000140632	999
ENSMUSG00000099572	313
ENSMUSG00000127354	380
ENSMUSG00000100015	681
ENSMUSG00000137732	646.333
ENSMUSG00000101789	427
ENSMUSG00000123367	1203
ENSMUSG00000129317	675
ENSMUSG00000101319	373
ENSMUSG00000100567	703
ENSMUSG00000128944	1052.5
ENSMUSG00000100730	700
ENSMUSG00000100742	697
ENSMUSG00000094813	1341
ENSMUSG00000099676	379
ENSMUSG00000100074	699
ENSMUSG00000100369	622
ENSMUSG00000100995	699
ENSMUSG00000101396	928
ENSMUSG00000138894	359
ENSMUSG00000101699	696
ENSMUSG00000099439	696
ENSMUSG00000100800	699
ENSMUSG00000137546	980
ENSMUSG00000100477	703
ENSMUSG00000100049	150
ENSMUSG00000100087	312
ENSMUSG00000100571	379
ENSMUSG00000101977	368
ENSMUSG00000100463	168
ENSMUSG00000100752	700
ENSMUSG00000101647	382
ENSMUSG00000101094	615
ENSMUSG00000094773	954
ENSMUSG00000100109	699
ENSMUSG00000091077	1225
ENSMUSG00000100542	366
ENSMUSG00000099523	615
ENSMUSG00000133644	1228
ENSMUSG00000100491	621
ENSMUSG00000138747	1127
ENSMUSG00000101672	378
ENSMUSG00000100804	614
ENSMUSG00000101858	699
ENSMUSG00000100047	342
ENSMUSG00000101366	621
ENSMUSG00000101331	697
ENSMUSG00000100239	701
ENSMUSG00000103618	3032
ENSMUSG00000121534	11137
ENSMUSG00000101616	108
ENSMUSG00000095324	955
ENSMUSG00000099861	1224
ENSMUSG00000101181	777
ENSMUSG00000094081	2681.5
ENSMUSG00000100806	379
ENSMUSG00000100961	1495
ENSMUSG00000100948	2168
ENSMUSG00000100939	919
ENSMUSG00000101479	429
ENSMUSG00000094484	3115
ENSMUSG00000101913	1498
ENSMUSG00000101055	698
ENSMUSG00000101388	2137
ENSMUSG00000079806	1358
ENSMUSG00000100289	237
ENSMUSG00000131724	1167
ENSMUSG00000100275	699
ENSMUSG00000101707	699
ENSMUSG00000095148	1020.5
ENSMUSG00000101525	2170
ENSMUSG00000118404	543
ENSMUSG00000099815	628
ENSMUSG00000101619	698
ENSMUSG00000125867	1188.5
ENSMUSG00000122737	320
ENSMUSG00000100056	1496
ENSMUSG00000096268	956
ENSMUSG00000099761	1494
ENSMUSG00000102115	234
ENSMUSG00000101576	663
ENSMUSG00000099766	114
ENSMUSG00000100792	699
ENSMUSG00000128464	483.6
ENSMUSG00000099410	697
ENSMUSG00000100984	622
ENSMUSG00000099514	235
ENSMUSG00000121459	867
ENSMUSG00000101108	678
ENSMUSG00000101558	197
ENSMUSG00000100082	294
ENSMUSG00000100656	861
ENSMUSG00000101145	177
ENSMUSG00000101030	363
ENSMUSG00000099970	581
ENSMUSG00000095948	1143
ENSMUSG00000101141	877
ENSMUSG00000099455	901
ENSMUSG00000093918	1359.5
ENSMUSG00000101667	576
ENSMUSG00000099728	895
ENSMUSG00000091987	1529
ENSMUSG00000102054	1494
ENSMUSG00000099405	829
ENSMUSG00000095852	1546.33
ENSMUSG00000094658	1640.5
ENSMUSG00000100700	578
ENSMUSG00000101114	264
ENSMUSG00000138340	439
ENSMUSG00000135044	411
ENSMUSG00000099748	1708
ENSMUSG00000124644	493.667
ENSMUSG00000094881	336
ENSMUSG00000102120	498
ENSMUSG00000100103	279
ENSMUSG00000100445	285
ENSMUSG00000099973	1767
ENSMUSG00000132188	938
ENSMUSG000000001033	2831
ENSMUSG00000100326	231
ENSMUSG00000077793	105
ENSMUSG00000069044	8094
ENSMUSG00000099809	270
ENSMUSG000000690452	4230.65
ENSMUSG00000091749	989
ENSMUSG000000566735	4344.43
ENSMUSG00000101107	3005
ENSMUSG000000690532	3981
ENSMUSG00000143336	1410
ENSMUSG00000101492	680
ENSMUSG00000101796	816
ENSMUSG00000093806	1628
ENSMUSG00000075359	1851
ENSMUSG00000121606	3079
ENSMUSG00000121608	267
ENSMUSG000000955620	781
ENSMUSG00000134149	908
ENSMUSG00000086695	430
ENSMUSG00000072844	2753
ENSMUSG00000121571	887
ENSMUSG00000055357	1182.67
ENSMUSG000000352998	3382.4
ENSMUSG00000087587	1186
ENSMUSG00000081137	1815
ENSMUSG00002076929	169
ENSMUSG00000087201	2763
ENSMUSG000000313557	4208.22
ENSMUSG00002075674	112
ENSMUSG00000084180	469
ENSMUSG00000082915	720
ENSMUSG00002075504	110
ENSMUSG00000084378	1296
ENSMUSG00000088451	118
ENSMUSG00000120251	1259
ENSMUSG00000138769	474
ENSMUSG00000140243	537
ENSMUSG00000082019	447
ENSMUSG00000084920	510
ENSMUSG00000135079	1071
ENSMUSG00000000402	2704
ENSMUSG00000120664	921
ENSMUSG000000512244	3301.06
ENSMUSG00000081875	826
ENSMUSG000000793161	1447
ENSMUSG000000793171	1584.35
ENSMUSG00000040586	4453
ENSMUSG00000018589	3150
ENSMUSG000000617781	2250.69
ENSMUSG00000080834	277
ENSMUSG00000031384	1139
ENSMUSG00000077542	130
ENSMUSG000000313772	3005
ENSMUSG00002076347	121
ENSMUSG000000154013	1008.33
ENSMUSG000000407492	1434.53
ENSMUSG00000031373	3436
ENSMUSG00000120789	1364.48
ENSMUSG000000313703	1496.76
ENSMUSG000000313676	1933.21
ENSMUSG00000133179	393
ENSMUSG00000131511	925
ENSMUSG00000031364	2523
ENSMUSG00000082598	466
ENSMUSG00000118912	107
ENSMUSG00000040808	480
ENSMUSG000000313605	1609.73
ENSMUSG00000081917	400
ENSMUSG00000084022	686
ENSMUSG000000313534	1975.15
ENSMUSG00002076423	121
ENSMUSG00000086034	1278.08
ENSMUSG00002075276	315
ENSMUSG00000139612	459.5
ENSMUSG00002076833	301
ENSMUSG00000142235	243
ENSMUSG00002075955	274
ENSMUSG00000119452	104
ENSMUSG00000086540	551
ENSMUSG00000125725	520.2
ENSMUSG00000081845	919
ENSMUSG00000108981	1716.71
ENSMUSG000000000378	2827.05
ENSMUSG000000312925	7627.63
ENSMUSG00000082449	130
ENSMUSG00000083945	283
ENSMUSG00000085695	439
ENSMUSG000000312954	3667.23
ENSMUSG00000087505	486
ENSMUSG000000312986	4638.48
ENSMUSG00000083318	293
ENSMUSG000000313825	1386.56
ENSMUSG00000131957	597.333
ENSMUSG00000082810	498
ENSMUSG000000409908	2793.33
ENSMUSG00000083906	563
ENSMUSG000000441503	3091.88
ENSMUSG00000142937	729
ENSMUSG00000083437	264
ENSMUSG00000067194	5172
ENSMUSG000000313096	5198.49
ENSMUSG00000083127	1966
ENSMUSG00000083625	704
ENSMUSG00000083316	746
ENSMUSG00000082026	885
ENSMUSG00000088896	151
ENSMUSG00000084270	577
ENSMUSG00000081797	574
ENSMUSG00000082076	1084
ENSMUSG000000256587	4681.44
ENSMUSG00000083117	334
ENSMUSG00000128586	516
ENSMUSG00000081505	596
ENSMUSG00000081222	433
ENSMUSG00000081415	135
ENSMUSG00000129114	298
ENSMUSG000000717082	3283.88
ENSMUSG00000077422	136
ENSMUSG00002075879	106
ENSMUSG00000077609	132
ENSMUSG00000134636	2612
ENSMUSG00000085711	1302
ENSMUSG00000135999	350
ENSMUSG00000144071	684.25
ENSMUSG00000055109	1009
ENSMUSG00000041552	1819.04
ENSMUSG00000083362	888
ENSMUSG00000081821	570
ENSMUSG000000252896	990.399
ENSMUSG000000252876	1716.77
ENSMUSG000000252836	1184.16
ENSMUSG00000082560	702
ENSMUSG00000081364	630
ENSMUSG00000137495	677
ENSMUSG00000057402	1077
ENSMUSG00000096644	1108
ENSMUSG00000083554	2726
ENSMUSG00000082197	986
ENSMUSG00000064818	108
ENSMUSG00000084367	856
ENSMUSG00000025051	963
ENSMUSG00000123500	485
ENSMUSG00000082584	647
ENSMUSG00000143136	982
ENSMUSG00000059663	919
ENSMUSG00000140847	974
ENSMUSG00000083978	599
ENSMUSG00000082751	715
ENSMUSG00000093899	714
ENSMUSG00000095065	714
ENSMUSG00000094427	714
ENSMUSG00000140219	1009
ENSMUSG00000046550	1120.94
ENSMUSG00000086316	810.746
ENSMUSG000000416335	4830.91
ENSMUSG00000083488	766
ENSMUSG00000119184	107
ENSMUSG00000080799	385
ENSMUSG000000501480	3344
ENSMUSG000000416494	4649.11
ENSMUSG000000716651	3072
ENSMUSG00000098118	412
ENSMUSG00000084275	532
ENSMUSG00000047238	1410
ENSMUSG00000137659	482
ENSMUSG00002076348	308
ENSMUSG00000095597	582
ENSMUSG00000121769	651
ENSMUSG000000253331	1082.67
ENSMUSG000000451804	3306.82
ENSMUSG00000083948	903
ENSMUSG00000091863	843
ENSMUSG00000121666	2200
ENSMUSG00000121665	2200
ENSMUSG00000084885	1473.72
ENSMUSG000000566794	3203.64
ENSMUSG000000410964	2595.15
ENSMUSG000000874030	2361.03
ENSMUSG00000138154	414
ENSMUSG000000411159	4807.96
ENSMUSG00000131833	508
ENSMUSG000000252601	962.139
ENSMUSG00000136605	1176
ENSMUSG00000064665	106
